Alignment ID,Average Rt(min),Quant mass,Metabolite name,KEGG,Total score,HMDB,Super Class,Class,Sub Class,C115_N,C24_N,D36_N,F20_N,F44_N,G30_N,X117_N,H11_N,H17_N,H35_N,H4_N,R114_N,H46_N,J32_N,J38_N,L28_N,L3_N,L50_N,L6_N,L9_N,L113_N,L112_N,P1_N,P21_N,R25_N,R29_N,R51_N,S15_N,S2_N,W116_N,W14_N,W18_N,W33_N,W37_N,W5_N,X13_N,X22_N,X34_N,X49_N,Y10_N,Y12_N,Y19_N,Y27_N,Y48_N,Y7_N,Y8_N,Z16_N,Z23_N,Z26_N,Z43_N,A41_T,C24_T,C115_T,W116_T,C99_T,D36_T,D65_T,F20_T,F44_T,F69_T,W105_T,J111_T,G30_T,X117_T,G80_T,H11_T,H17_T,H35_T,H4_T,R114_T,H46_T,H63_T,H78_T,H85_T,H91_T,J32_T,J38_T,L28_T,L3_T,L50_T,L52_T,Z58_T,L6_T,L68_T,Y102_T,L75_T,L9_T,L90_T,L95_T,L97_T,L60_T,M72_T,N39_T,O31_T,P1_T,P21_T,P88_T,Q93_T,R25_T,R29_T,R51_T,L64_T,R82_T,S15_T,S2_T,W59_T,J106_T,S86_T,S92_T,T42_T,T45_T,W14_T,W18_T,W33_T,W37_T,W5_T,Y57_T,L61_T,W66_T,L103_T,W73_T,X13_T,X22_T,X34_T,X49_T,L113_T,X94_T,X98_T,Y10_T,Y12_T,Y19_T,Y27_T,Y48_T,L112_T,W101_T,Y7_T,Y8_T,Y89_T,Z16_T,Z23_T,Z26_T,Z43_T,W62_T,M104_T,Z76_T,Z81_T,W108_T,Z84_T,Z87_T,Z96_T
1252,23.839,73,Inosine,C00294,87.4,HMDB0000195,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,4.842447697,8.652569664,6.565529588,37.12794646,9.923844586,2.056889716,6.606109714,3.403945772,0.933156622,10.34959925,11.59433659,2.115845441,3.276410084,13.61216748,6.313418512,6.790312967,23.14917775,4.125011742,1.723606183,1.449589358,8.882021818,9.562908127,5.892174952,18.3464616,11.58016115,2.094979054,1.076472474,1.934065281,8.919844787,8.466223029,10.64976733,32.21912185,7.345289024,2.940713844,2.828734874,19.58724541,7.106764768,5.178076396,4.318148999,19.95285688,10.27373138,24.07157981,3.361767626,3.378683952,5.808207921,3.234206292,5.434961174,4.194639764,5.130547665,17.84997747,27.44422892,23.10493082,21.19203673,39.63337233,11.25651444,72.87141704,2.529316461,103.532182,16.2893207,1.360212374,24.05648792,33.6761554,61.08024573,8.76950981,13.52929889,44.25247735,74.42890493,25.70662943,8.720218865,1.195629064,2.793722606,3.425467194,0.29326612,1.74645514,0.711990089,25.15942132,0.386924185,11.32720308,49.36320246,58.2775321,2.492184521,50.02180791,35.32643472,82.13829098,104.1479147,1.672121466,49.20282008,8.390118452,0.884188091,3.042177752,43.00055035,0.830491863,22.18511352,5.34359329,62.02527397,113.5044161,1.867659961,15.65816056,81.84765692,1.379373034,23.83317314,90.80200355,53.9618864,22.2816181,33.34973131,4.37083892,45.67464439,13.69452042,0.773851033,61.94220515,5.576019373,27.96162538,22.61039229,16.04095697,86.74911672,3.4617657,0.276387407,0.168222031,9.321487306,40.88202757,13.46059193,2.597036157,11.50806012,78.03116596,21.38919307,58.61720567,9.17000878,6.660788518,21.64100521,35.49691804,49.66332028,11.88650908,46.65240963,34.98941567,51.68897465,21.45999394,62.72248387,7.531098847,0.242261391,19.63665202,13.16516563,27.88887777,4.726215894,21.11148661,0.908207283,17.844079,44.41002737,1.351360317,71.95438002,25.00800326
1255,24.014,73,Ginkgolide b,C07602,83.6,HMDB0036861,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,0.091061683,0.056674528,0.054495237,0.090010795,0.062469137,0.04419061,0.039092116,0.067994609,0.116854027,0.167716359,0.08866416,0.066274254,0.104430139,0.073597316,0.065855191,0.083380945,0.182665549,0.076623941,0.086783775,0.083538048,0.048585422,0.067054947,0.031886759,0.070574537,0.095694082,0.060734763,0.061987552,0.045370683,0.05784608,0.078895638,0.103347733,0.180533076,0.048004688,0.052758117,0.088125616,0.093375453,0.0951934,0.230889717,0.082357907,0.044773749,0.053621182,0.045906444,0.138742049,0.032819372,0.045364034,0.104632735,0.073150319,0.035682183,0.061215644,0.023141762,0.217409461,0.046219392,0.233707708,0.199450129,0.53085767,0.149002373,0.151678863,0.33351228,0.164899975,0.300033297,0.05501886,0.072155199,0.923620722,0.214747367,0.154491472,0.939294971,0.221326076,0.01832506,0.205897762,0.24466521,0.087036458,0.586695107,0.154204419,0.380322676,0.1146423,0.580011535,0.123326704,0.123337087,0.246431062,0.133924833,0.123820238,0.137837028,0.029434585,0.01040567,0.394978157,0.214389816,1.082094213,0.22206469,0.447711443,0.122118878,0.046705747,0.122109249,0.034995898,0.123507185,0.236388631,0.111102922,0.136750216,0.085294961,0.189875488,0.030219642,0.06517644,0.451871932,0.788591312,0.02635109,0.099627553,0.103801024,0.067732888,0.128788633,0.184166112,0.251487744,0.056956183,0.207252012,0.270301855,0.074409993,0.098632479,0.182859439,0.159531025,0.310615711,0.086538525,0.191833794,0.215637657,0.141782136,0.54487696,0.018925223,0.068658928,0.10580616,0.284664603,0.254810367,0.083268231,0.187391336,0.379868771,0.087050676,0.052669818,0.190899308,0.23941245,0.162056329,0.081241783,0.113566408,0.10221929,0.048610959,0.062167999,0.0352477,0.061145741,0.270872414,0.230434318,0.051118995,0.143874232,0.206442789,0.305351914,0.042048344
1256,24.076,73,Behenic acid,C08281,84.1,HMDB0000944,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.071421083,0.08994193,0.086664514,0.102342156,0.102636715,0.074385537,0.053257602,0.080286057,0.110837027,0.092781022,0.055653569,0.065164316,0.039049673,0.124973984,0.079405879,0.047076207,0.095789473,0.064067276,0.050591134,0.183461575,0.062438295,0.055582527,0.10446259,0.089752896,0.056117152,0.121419098,0.173121609,0.076333232,0.113606631,0.083761841,0.08688786,0.049388567,0.052895985,0.080478923,0.208346722,0.15338063,0.120156752,0.361901027,0.056009314,0.056076779,0.025379968,0.053217169,0.092598123,0.078204408,0.071016428,0.076426369,0.151906908,0.095600288,0.080316989,0.074585003,0.706481777,0.27270428,0.391521828,0.501976875,0.427998495,0.175852084,0.329055684,0.13203253,0.637708009,0.614184537,0.061770963,0.370518208,2.584045373,0.696917607,1.260827381,0.665245924,1.097273133,0.086773214,1.848063272,0.498125459,0.11041971,0.432610707,0.26870572,1.051913296,0.115420154,0.369788787,0.15855943,0.308625486,0.504241113,0.337221342,0.227301908,0.862497613,0.315319531,1.00169118,0.142402092,0.508698383,0.410724677,1.009823359,0.366865743,0.631624695,0.206879578,0.52395012,0.768602796,0.590897042,1.150403086,1.357329292,0.248176954,2.523533629,0.375713309,0.095784075,1.292915512,0.284311581,0.569525191,0.506166053,0.253761244,0.214284284,0.358523647,0.383437481,1.044425203,0.198775248,1.299620961,0.567433842,0.283760045,0.395705296,0.328935842,0.49808498,0.204651671,0.215870781,1.370701892,1.063601565,1.024109113,0.910837227,0.556509799,0.192993358,0.662232906,0.498239737,0.160348995,0.347322888,0.218156056,0.72984203,1.027043666,0.271309067,0.28555085,0.740270785,0.429008786,0.18555014,0.359368167,0.094783528,0.284258315,0.198352077,0.602489257,0.431123243,0.095049871,1.616891011,0.172242557,0.364958762,0.279641497,0.26335001,0.257533026,0.084300677
1260,24.528,73,Trehalose,C01083,93.8,HMDB0000975,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.139362938,0.100071024,0.096670225,0.062692847,0.126597461,0.057303636,0.091440885,0.094522337,0.153948387,0.076592302,0.297942995,0.135141809,0.111247692,0.155736414,0.100682926,0.318128225,0.123006183,0.227962513,0.08641547,0.011193271,0.199275637,0.154068874,0.446894066,0.129011055,0.253194865,0.232808427,0.223514358,0.081817846,0.096174205,0.144104588,0.089748843,0.110417761,80.01351188,0.151382359,0.32798715,0.149069214,0.230684642,0.617875356,0.150505705,0.164786017,0.1633543,0.840027843,1.839279062,0.167048656,0.102000277,0.077362931,0.362824056,0.114762374,0.512294285,0.102140921,0.284476568,0.171314887,0.227393027,0.087500975,0.176702734,0.090230753,0.228581942,0.044345454,0.022474787,0.150986974,0.043559711,0.019040831,0.060939401,0.230361629,0.029947503,0.004080921,0.000975479,0.154262408,0.017721563,0.336239616,0.150295831,0.184159894,0.03959944,0.518556825,0.109641973,0.276016821,0.223467666,0.084087618,0.177138459,0.037438646,0.084424288,0.246156089,0.182644429,0.235837765,0.178404486,0.240513657,0.07464856,0.008134945,0.171342729,0.308430421,0.056964028,0.015073676,0.336707023,0.311629628,0.242648565,0.000196731,0.223345158,0.041336274,0.031375061,0.088487376,0.001013842,0.209627285,0.267145012,0.068989554,0.033828854,0.229881002,0.262301521,0.064231915,0.309775988,0.047480388,0.275438389,0.219028843,0.141453185,0.134689664,0.129413894,0.280339421,0.232471449,0.33330634,0.047758813,0.037014506,0.024445002,0.179917542,0.167989822,0.036852459,0.013937483,0.195400574,0.175903687,0.021965137,0.165280411,0.142606423,0.050179709,0.1972484,0.01221888,0.220719299,0.387333756,0.092672043,0.04602946,0.245081076,0.179975951,0.027226015,0.283025884,0.120480791,0.043455729,0.034572843,0.084397489,0.307230703,0.064961818,0.14562583,0.140706849,0.019652119
1262,24.671,325,Xanthosine,C01762,87.1,HMDB0000299,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,0.018574579,0.022787185,0.010158369,0.005672506,0.027706537,0.009728887,0.015803467,0.026890646,0.024439263,0.020388622,0.006671423,0.020061954,0.030686602,0.022976119,0.034370951,0.019624818,0.032314896,0.029369793,0.014067322,0.019519311,0.025820196,0.024569553,0.020056857,0.027148216,0.033491043,0.026487504,0.017499664,0.015331718,0.021735961,0.021719659,0.026562074,0.03113206,0.023641151,0.026838789,0.023609434,0.010621824,0.004164749,0.030543506,0.029238705,0.031734498,0.016867031,0.030752067,0.041389675,0.001078491,0.017368939,0.008608239,0.010836089,0.02360625,0.019274641,0.027225515,0.004157192,0.005601726,0.002706022,0.003451869,0.011955796,0.016769548,0.008712746,0.023527363,0.013662996,0.002133369,0.003909657,0.011518265,0.016788215,0.005393775,0.017624421,0.01430488,0.018392374,0.001803361,0.007931207,0.008424591,0.002428953,0.00502538,0.001509717,0.00179276,0.012670092,0.004490751,0.008720553,0.005031596,0.002752812,0.005744746,0.005458893,0.013757634,0.004949728,0.004429537,0.009378078,0.008797445,0.017745245,0.011473206,0.012755919,0.007449114,0.00329551,0.004572397,0.009791964,0.002659249,0.017508018,0.004411176,0.004217705,0.009016018,0.016020824,0.021435259,0.017926272,0.006422332,0.025267092,0.007575079,0.011893927,0.003895183,0.015064679,0.006506916,0.002820107,0.021518673,0.00230566,0.005165638,0.006041066,0.015524409,0.00142099,0.003182743,0.003173291,0.007024222,0.013563005,0.009577727,0.002810383,0.007331368,0.000269459,0.008987563,0.006941876,0.00794428,0.004614713,0.016414688,0.003689981,0.010012341,0.023388994,0.004273831,0.006814825,0.011961373,0.004904244,0.002831674,0.003299961,0.003591784,0.013916043,0.015782778,0.002555341,0.005575802,0.009425367,0.009232399,0.002778428,0.003998121,0.007608701,0.003506967,0.013954977,0.003635786
1264,24.692,204,Ethyl beta-d-glucopyranoside,NA,90.6,HMDB0029968,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.005018442,0.003657882,0.002894006,0.017476625,0.002005826,0.00052437,9.99E-05,0.001982975,0.001768372,0.003499889,0.002484536,0.001464431,0.001552039,0.005339385,0.00491825,0.000596236,0.003847011,0.002322974,0.005315582,0.003809261,0.001155872,0.002738063,0.00377075,0.002915696,0.005141128,0.005561279,0.002175772,0.000599077,0.003305318,0.001633698,0.001923233,0.004738542,0.002279096,0.002483233,0.003968427,0.002634608,0.023240367,0.009821163,0.002271095,0.004623171,0.000323562,0.00337852,0.002271923,0.000262672,0.000540585,0.000489894,0.009368444,0.002420849,0.00131566,0.004444027,0.038187112,0.1087359,0.129952425,0.063294519,0.137643426,0.024978862,0.102265266,0.022551689,0.039468608,0.04557209,0.03968734,0.03842082,0.04213932,0.047324517,0.034803363,0.063709868,0.045440564,0.013556648,0.038863668,0.073425482,0.037437952,0.078866035,0.060009085,0.04212516,0.014490991,0.161510234,0.041893139,0.051937674,0.030251898,0.017845244,0.068260618,0.039353284,0.065547378,0.024498052,0.01510978,0.5806655,0.05445459,0.081990849,0.186831712,0.076472197,0.097719279,0.034479537,0.030496027,0.098509975,0.022660351,0.025806655,0.113574524,0.043279426,0.143543304,0.001028658,0.039921964,0.02287384,0.120604899,0.023381223,0.03960573,0.148593763,0.108072351,0.05058744,0.087870711,0.033639329,0.020946473,0.046102827,0.044325551,0.042375616,0.031742551,0.032871579,0.082327811,0.106948216,0.065312644,0.087873562,0.083640684,0.098552103,0.025111552,0.017903665,0.041294659,0.060131175,0.161488691,0.033261176,0.042976851,0.03985666,0.064093224,0.09779659,0.01560451,0.019976041,0.025027825,0.038042947,0.045475949,0.058642291,0.025299505,0.010299509,0.027442716,0.02415598,0.024207121,0.103228171,0.198496029,0.222189385,0.095874023,0.10712607,0.050478665,0.024654721
1272,25.011,129,Monooleoylglycerol,NA,90.7,HMDB0011567,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,0.076453796,0.123173868,0.270052312,0.042379024,0.063166235,0.063484758,0.05203468,0.112774166,0.079841786,0.068100497,0.273756899,0.06939451,0.112507151,0.570903184,0.191030835,0.113687341,0.312123685,0.067764455,0.161045957,0.266995891,0.095311833,0.136507203,0.073052433,0.454996505,0.152986643,0.524559741,0.092080541,0.114624686,0.047640917,0.085322824,0.05350654,0.304841107,0.095498947,0.077918894,0.07975595,0.110429483,0.095069478,0.020188715,0.092005411,0.127621684,0.081171301,0.140186665,0.364711282,0.164051373,0.062184855,0.068516644,0.096094434,0.067274553,0.118419753,0.11262198,0.077929236,0.043254022,0.078533261,0.148845436,0.064771092,0.108954941,0.089244511,0.095005165,0.083190502,0.043027661,0.050405135,0.105776653,0.181896081,0.057127858,0.148607032,0.193990068,0.147170187,0.061772603,0.081491792,0.105741036,0.036818111,0.054788483,0.105739102,0.052856785,0.090536091,0.108241573,0.073323312,0.065187127,0.214937664,0.047387838,0.092171333,0.078879397,0.041891093,0.140693838,0.101956382,0.126462333,0.068769651,0.161888017,0.164683772,0.068065844,0.076713122,0.162765515,0.08963621,0.095382394,0.316755492,0.291791045,0.125225303,0.10115902,0.191077582,0.053266519,0.072416422,0.347794771,0.134150644,0.120678662,0.127043741,0.084696843,0.165371886,0.139218446,0.102735563,0.313856349,0.217097626,0.083778177,0.063343446,0.073671681,0.120652534,0.063458481,0.067882352,0.087994033,0.177616196,0.233515726,0.223887246,0.107784715,0.010053343,0.122431158,0.188983326,0.092678329,0.147607483,0.217654056,0.085892262,0.154867255,0.097813569,0.133978422,0.059880278,0.072519207,0.058017074,0.072693994,0.118992461,0.051893173,0.081538221,0.062754492,0.076397607,0.11716739,0.044057768,0.128813937,0.109184671,0.125516495,0.110877358,0.041301742,0.0282429,0.051529622
1273,25.083,73,Melibiose,NA,95,HMDB0000048,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.910311099,0.646610483,0.410726068,0.202158018,0.397842615,0.196977395,3.522443758,0.535548674,0.204652079,0.707938258,1.626325794,0.482867827,1.409312514,0.69597731,0.969422726,2.333553246,1.094111297,0.373126104,1.303880276,0.693987061,1.089998296,0.293524506,3.363507215,1.130586692,1.160513624,0.742490422,0.847752302,0.268953287,0.986046996,0.662406769,0.781321452,1.572513778,0.338305356,0.672621186,0.763677026,0.278175441,0.345662537,0.166403521,0.594597534,0.379351034,1.166511517,1.681522672,3.127850651,0.83644097,0.196933149,0.458376283,1.624433799,0.749874753,1.434975479,4.053123217,0.155971051,0.217868345,0.177317134,0.224221944,0.332799601,0.221026977,0.20315152,0.032281721,0.217120784,0.345445405,0.025714586,0.256341063,0.09445897,0.13955986,0.06703564,0.32066798,0.173371885,0.239257963,0.247861204,0.401895004,0.231642543,0.078628528,0.352249025,0.091822925,0.038038353,0.436213583,0.124338073,0.282979271,0.538061825,0.160606275,0.214267479,0.349516013,0.060906158,0.230376909,0.075628133,0.652050166,0.182335967,0.601274105,0.19388564,0.192423827,0.244318862,0.069901343,0.11940487,0.384994178,0.077421124,0.08086671,0.581760702,0.168529855,0.171934944,0.037208635,0.066931973,0.134962128,0.221823172,0.197380812,0.20031637,0.476416206,0.288970943,0.542066008,0.264972806,0.334810987,0.195329534,0.10832045,0.149944845,0.033765721,0.217677878,0.33374103,0.161487051,0.357372961,0.266258563,0.374711998,0.16347843,0.337879668,0.185939278,0.042499872,0.273088229,0.250929088,0.281387165,0.398384702,0.374746114,0.099161586,0.257687944,0.147984905,0.332443205,0.033710241,0.015814989,0.1631456,0.037112535,0.384403882,0.081312069,0.015242265,0.102807426,0.230833639,0.074380986,0.253279745,0.548715886,0.306341574,0.309402047,0.173733102,0.047115349,0.17687148
1274,25.172,73,1-monostearin,NA,87,HMDB0011131,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,0.186341091,0.421549923,0.490951817,0.131039613,0.202171072,0.307298596,0.169462942,0.391009873,0.222273264,0.200546006,0.315967802,0.293490718,0.398215533,0.559804076,0.552674401,0.226031777,0.38066591,0.266702347,0.891391284,2.30273642,0.296547908,0.463763813,0.143021263,0.619004445,0.253113779,1.677026457,0.3966963,0.5077082,0.203819804,0.285987634,0.119250776,0.48784771,0.232305517,0.272784731,0.134705901,0.256714313,0.165642836,0.137876516,0.289614556,0.290328451,0.216786194,0.367961887,1.139798021,0.608969378,0.21584465,0.20172099,0.179807454,0.184618182,0.270953258,0.333449898,0.066094099,0.029220829,0.057162533,0.133562471,0.07131365,0.131889782,0.124095992,0.193670001,0.065815379,0.054519369,0.121986272,0.063536435,0.193681053,0.082777236,0.206150032,0.228557978,0.099463939,0.117436888,0.048007479,0.047437406,0.092852417,0.068654631,0.093338616,0.056202723,0.221659366,0.079945339,0.112071357,0.046358855,0.096208608,0.084542656,0.187874498,0.036795452,0.123483837,0.129776378,0.083673,0.051995921,0.087048041,0.052841169,0.14980509,0.10288304,0.05019623,0.141525089,0.110630937,0.075595768,0.161018018,0.318584182,0.066530207,0.108322527,0.154376512,0.115505479,0.1000987,0.253959532,0.153425235,0.10029664,0.136676687,0.049246883,0.127659117,0.135946691,0.060344237,0.247363561,0.134315742,0.101687827,0.08682323,0.052862882,0.175644805,0.065115623,0.029447127,0.067305441,0.068239274,0.077867375,0.243760958,0.069515945,0.045525531,0.059283139,0.136443514,0.12393863,0.133842418,0.22806292,0.036644684,0.153279393,0.11412321,0.135816463,0.089130082,0.065800989,0.09072915,0.103846646,0.11264804,0.052008074,0.129396174,0.144084269,0.1207016,0.104647979,0.122758126,0.126542361,0.038122659,0.052996877,0.101249113,0.067153521,0.064573276,0.037044517
1277,25.315,361,Maltotriose,C01835,91.5,HMDB0001262,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.009212037,0.006122428,0.002634952,3.165774797,0.001914806,0.00504043,0.001722817,0.002232497,0.01918573,0.009629646,0.013617771,0.007781964,0.010746796,0.014106932,0.003597394,0.001928455,0.009890785,0.013116741,0.004256688,0.006090421,0.003978523,0.002259696,0.039159214,0.017072307,0.034833498,0.012784851,0.007780559,0.004529022,0.005557329,0.006259253,0.011847442,0.019095459,0.00435394,0.006603164,0.003653563,0.003786388,0.736714122,0.027433241,0.003079282,0.008972805,0.006820199,0.016945612,0.005077311,0.001147803,0.002221388,0.005434375,0.026777706,0.015715575,0.004389943,0.002263495,0.957400187,3.379965204,10.0779272,3.079230655,10.22274593,0.574734747,7.968811274,1.638822174,0.439375948,7.349753997,3.276826097,3.754683948,0.442078859,2.108579362,0.014069887,0.855931636,0.33198992,1.650504804,1.33636663,7.929398129,3.00503215,6.86566351,3.589596413,1.263498574,0.21287333,19.85357647,2.26602862,1.347196743,0.004530783,0.61434236,5.358235695,7.407655827,3.187968199,0.846511023,2.099308416,36.11214997,2.2176836,19.35934338,16.93093376,3.60356543,4.653095995,1.765429622,0.520304155,11.26750521,0.310999597,1.151819959,19.54749277,2.834942543,9.553378385,0.069897943,1.696504175,0.092332517,12.4886498,0.314744462,2.711585935,12.49235218,16.82924253,7.183515277,3.246292178,1.313613406,1.029708853,0.77824653,2.185174316,1.915782449,0.850660711,7.010137211,7.412106224,5.570643313,0.915630784,7.671721289,4.160192641,5.200346054,1.384032325,0.159031826,3.142438092,3.252342243,11.53138186,0.481145946,2.939120428,1.577137648,2.620316467,4.23503442,1.168025833,0.42196917,3.684113084,0.906914547,2.521194316,12.0561553,0.168359243,0.241388917,1.469933932,0.893742798,1.967592132,8.464243284,17.00871426,14.98970982,7.249480045,15.68660245,2.517620032,7.532749693
1280,25.473,191,Melezitose,C08243,87.7,HMDB0011730,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.002381417,0.007460812,0.007209595,0.004261498,0.003063852,0.001032672,0.000636969,0.002046825,0.007588128,0.004511418,0.006721958,0.004183558,0.00303447,0.00341666,0.005069023,0.001040413,0.004994908,0.00416466,0.002271997,0.003230935,0.002386307,0.003730503,0.005302494,0.008828026,0.008202951,0.006237975,0.004721305,0.000478802,0.002069273,0.00557642,0.00433087,0.004089613,0.00590701,0.00400463,0.003665754,0.004494686,0.004575939,0.004371889,0.010293644,0.006631317,0.001359629,0.007585537,0.009009954,0.001744494,0.000858169,0.003130859,0.002527167,0.00439129,0.007194886,0.006622933,0.069358669,0.007992644,0.027393165,0.043561149,0.656024025,0.09965157,0.403291863,0.014786554,0.113116315,0.278916399,0.004459783,0.091657211,0.035552967,0.017242251,0.241197639,0.234030842,0.103740919,0.008219905,0.063333102,0.393879432,0.169329296,0.311773202,0.08845636,0.024933679,0.047465262,1.658728443,0.144803227,0.030258089,0.193587106,0.011451292,0.01739811,0.020478504,0.013316703,0.011532876,0.022956196,1.603440419,0.106026909,0.12222677,1.392916499,0.237758951,0.034700902,0.021985545,0.03548391,0.504689752,0.084977599,0.016868587,0.061704789,0.024515873,0.60541928,0.0057498,0.018232039,0.037297895,0.061493816,0.018774631,0.026235527,0.057882708,0.032472199,0.013113011,0.095527784,0.264757899,0.045869251,0.01931178,0.013341959,0.200612021,0.024767085,0.018646797,0.433140659,0.016058275,0.156785871,0.045027439,0.091515633,0.411778251,0.03197606,0.013255725,0.051906299,0.177110695,0.091084131,0.133030187,0.214362826,0.02638408,0.444369683,0.170080807,0.062759451,0.091327531,0.005367867,0.032503668,0.009090428,0.024245759,0.014387324,0.008571633,0.095683302,0.020350265,0.004981496,0.664766374,0.047450695,1.045618627,0.388671354,0.080488201,0.029116104,0.015100049
1294,26.638,222,Gamma-tocopherol,C02483,82.8,HMDB0001492,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.004716359,0.002874057,0.008709425,0.00027463,0.003467336,0.000848186,0.001287261,0.002347529,0.006340339,0.00617095,0.005383023,0.001767392,0.004857846,0.00479363,0.005999718,0.000917632,0.007184366,0.003374062,0.001467193,0.00062056,0.001611506,0.002585886,0.005032663,0.003954637,0.004328333,0.003243923,0.001515833,0.001072012,0.003613069,0.002825425,0.00320946,0.0027538,0.004025012,0.001281967,0.006866247,0.00118863,0.01005046,0.002824979,0.002338185,0.005581209,0.001129885,0.002289861,0.004876264,0.001468355,0.001294264,0.000984824,0.002740611,0.007934595,0.005241081,0.002536726,0.03948414,0.024588146,0.042214006,0.02046543,0.036049765,0.022487898,0.006239397,0.008534238,0.033066248,0.035544103,0.01221364,0.042632464,0.008866476,0.016730063,0.039710339,0.023812147,0.06232734,0.002464239,0.044579967,0.033987566,0.003407283,0.025371222,0.023753652,0.033217517,0.006751183,0.036484605,0.011934009,0.052730333,0.033485721,0.011403037,0.018103049,0.010383401,0.012336391,0.018164803,0.00395179,0.006318888,0.037414399,0.006591011,0.048197357,0.015823032,0.016322712,0.034871059,0.036629918,0.014385834,0.020327783,0.015201148,0.028820025,0.011297867,0.012217831,0.00185126,0.028806521,0.003436857,0.014130905,0.031635674,0.027261267,0.025918425,0.011613315,0.021319946,0.02568459,0.021716692,0.029932186,0.063411748,0.023357185,0.0899382,0.008400927,0.004374237,0.01242608,0.011410408,0.048661285,0.051237308,0.15533364,0.04262837,0.05781387,0.004444873,0.034883099,0.02831561,0.014237211,0.029685966,0.003072729,0.028008022,0.028955275,0.03220919,0.023547464,0.019451289,0.006379554,0.036788502,0.018004532,0.004996608,0.01143795,0.01076718,0.020400931,0.030471232,0.018985466,0.09284635,0.061260625,0.011434556,0.058254736,0.015107399,0.015907208,0.008222551
1299,27.018,73,Phosphoglycolic acid,C00988,73,HMDB0000816,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,1.745281713,2.284492444,3.576881503,0.386957715,1.577921036,2.18792044,0.871152925,1.59598717,0.520418849,1.098383673,1.176551273,0.984755011,1.29568039,10.41254016,3.780682025,1.683798314,1.409985366,0.519021544,7.293727972,3.234851798,2.434480383,3.430721064,0.989317681,3.046668849,3.551857727,8.441731617,1.518270173,2.645782651,0.751809524,1.741465095,0.968068284,7.068677669,1.632142589,0.898063207,0.417087772,1.227950717,0.560369681,0.158932715,1.513902718,1.477286631,3.979057026,4.6900179,2.355761232,2.161730643,1.198184147,1.156861538,0.672940358,0.702839633,1.846399741,1.274466343,0.237944419,0.106768164,0.180985077,0.166631838,0.061797962,0.327241245,0.154563448,0.66267986,0.107344851,0.201163739,0.245508989,0.194156299,0.823028287,0.627504089,0.141340421,0.3958608,0.39247863,0.265517636,0.056855876,0.093369304,0.163338076,0.241380866,0.154349456,0.225410767,0.791439619,0.34414621,0.237194687,0.081310388,0.147662355,0.239280819,0.572863028,0.152344407,0.386568861,0.23419591,0.345913258,0.1559418,0.247462768,0.052217544,0.243477565,0.226923081,0.112847786,0.721936445,0.344925819,0.10699166,0.329183852,0.274742135,0.22203165,0.144871387,0.820012102,0.33576373,0.206574983,0.400402778,0.538099034,0.182522108,0.037997609,0.071401763,0.202312001,0.253345325,0.183326221,0.678545427,0.306173032,0.290422659,0.18778894,0.245674426,0.867286262,0.05437643,0.04197434,0.037527133,0.227358829,0.273422496,0.513694496,0.118433529,0.132971198,0.566191038,0.160730122,0.525893316,0.18132851,0.413355549,0.181510018,0.431370733,0.743565728,0.389482031,0.265931842,0.320176609,0.209357238,0.161798644,0.162458367,0.055919609,0.064886343,0.706591277,0.443664221,0.219095158,0.085993604,0.130494071,0.043569183,0.216634683,0.345764832,0.10458267,0.105264306,0.227538589
